prompt,source url,query,published_time,modified_time,author
Persuasive letter to a public figure expressing your thoughts on a current issue.,https://www.immerse.education/beyond-syllabus/creative-writing/middle-school-prompts/,creative writing journal prompts,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,Irem Yesildag
Document your own moment in history by creating a daily journal. Jot down the major and minor events of the day and reflect on them at the end of the week.,https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
Work together with your family to tell a story unfolding in an artwork. Each person contributes a sentence to the story.,https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
"Write a five-line poem (cinquain) based on a sculpture, following specific prompts for each line.",https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
Write a short story that begins with the line: 'Last night I had the strangest dream ...',https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
Write a short story about two or three everyday objects as if they were characters in a narrative.,https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
"Write your own titles for artworks, sharing them with others and discussing the reasons behind your choices.",https://www.artic.edu/visit-us-virtually/get-creative-at-home/creative-writing-prompts,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,The Art Institute of Chicago
"Write a short mystery story including clues for the reader to try to solve the mystery themselves. Make it suspenseful yet solvable based on the details you provide about the crime, criminal, motive and evidence. You can structure it like a traditional mystery narrative or get creative with the format.",https://apenandapage.com/50-creative-writing-prompts/,creative writing journal prompts,"February 6, 2024","February 6, 2024",Lindsey Chastain
Begin a short story with “The storm clouds gathered in the distance…” Then let your imagination guide you from there. Where is the story set? Who are the central characters? Is there symbolism behind an approaching storm? See if you can incorporate sensory details to make the scene come alive.,https://apenandapage.com/50-creative-writing-prompts/,creative writing journal prompts,"February 6, 2024","February 6, 2024",Lindsey Chastain
Imagine you get lost wandering through a forest. As the sun begins to set you come across an abandoned cabin…What happens next? Give your story an air of mystery. Do strange things start occurring? Does someone (or something) show up unexpectedly? Or do you discover something telling about the cabin’s past occupants?,https://apenandapage.com/50-creative-writing-prompts/,creative writing journal prompts,"February 6, 2024","February 6, 2024",Lindsey Chastain
"Write a poem inspired by a piece of abstract art. Let your interpretation fuel your creativity. Find a painting that intrigues you and capture its essence in verse. If you were to give the art a voice, what would it say? Use vivid imagery and philosophical reflections to pay homage to the artist’s vision.",https://apenandapage.com/50-creative-writing-prompts/,creative writing journal prompts,"February 6, 2024","February 6, 2024",Lindsey Chastain
"Write a recipe poem detailing instructions for an everyday task or chore. Try to make it as humorous or poetic as possible. Find the beauty and rhythm in mundane activities. Play with language to make your poem innovative, insightful and entertaining all at once. Enchant readers with your uncommon kitchen caper or laundromat lyric.",https://apenandapage.com/50-creative-writing-prompts/,creative writing journal prompts,"February 6, 2024","February 6, 2024",Lindsey Chastain
What are your views on religion?,https://www.creative-writing-now.com/journal-prompts.html,creative writing journal prompts,2009-01-01T00:00:00Z,2025-01-01T00:00:00Z,William Victor
What’s important to you? What do you value? What’s your purpose?,https://theintuitivewritingschool.com/blog/15-powerful-writing-prompts,creative writing journal prompts,Apr 7,n/a,Jacqueline Fisch
Write a grocery list of only your favorite foods and ingredients.,https://theintuitivewritingschool.com/blog/15-powerful-writing-prompts,creative writing journal prompts,Apr 7,n/a,Jacqueline Fisch
What contributes to someone becoming a bully? What can help stop someone from bullying?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Write a texting conversation between two friends who speak every day and know each other better than anyone.,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Should governments do more to discourage people from smoking and vaping?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Should everyone go to college?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Is voting too hard in the United States?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Should politicians be on social media?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
How will people travel in the future?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about a princess and a magical bicycle.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is the best measure of human growth?,https://www.edutopia.org/article/54-excellent-low-stakes-writing-prompts/,creative writing journal prompts,"August 2, 2024","August 21, 2024",Paige T
Write a rhyming poem about poems.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about someone who overcomes a fear.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is the best dessert in the world?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a funny story about an alien abduction.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a poem about your favorite flower.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is your favorite kind of animal?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a short story about a dog and cat who are best friends.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Do you believe in ghosts?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What do you think the clouds are made of?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a poem about your favorite place in the world.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What was your first word as a baby? Do your parents tell you funny stories about yourself?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about your pet taking an adventure after you’ve left the house.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is your favorite carnival ride?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Why do countries go to war?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a poem about fall.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Do you prefer chess or checkers?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is life all about?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is your favorite household chore?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Would you rather visit a mountain or a beach?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Is love or hate stronger?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about going on an adventure with your best friend.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Who has the best job in the world?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Do women today have equal rights with men?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What does it mean to be an optimist?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is an issue that our world needs to work on?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is your favorite food?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Who is your favorite actor?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Which type of natural disaster is the scariest?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Would you rather be really big or really tiny?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Do you ever donate money to people in need?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a short summary of the last book you read?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Which of the birds in Angry Birds is your favorite?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about a flock of rainbow-colored flamingoes.,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
How many hours do you spend watching TV per week?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Who is the scariest Disney villain?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
What is your favorite thing to do on the computer?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Would you rather have winter or summer weather every day?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Should a woman take her husband’s last name when she gets married?,https://www.journalbuddies.com/creative-writing-2/creative-writing-prompts-ideas/,creative writing journal prompts,August 2022,n/a,Jill
Write a story about a Monster that shows up at your birthday party.,https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
Write a story about a magical ring that can grant all your favorite things. Until…,https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
"You’re building your dream treehouse, but first you need to get all the materials you need to complete it! Can you write a list of everything you need to build your treehouse?",https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
Write an acrostic poem about your favorite season.,https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
"What is your favorite animal, and what is the funniest thing about them? Write a report on this and include as many fun facts as you can!",https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
"In a bustling city where robots were the norm, a young inventor stumbled upon a hidden button that activated something extraordinary. You are that young inventor. Write an exciting story about what happened after activating this button.",https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
"You find yourself stranded on a desert island. As you search for other people and food, you find a cell phone that seems to be giving you directions to a mysterious location. Are you accepting the quest? What challenges do you face? Do you find a treasure, or something more dangerous? Write an exciting adventure story based on your quest to solve this mystery.",https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
Chindōgu (珍道具) is the Japanese art of inventing useless gadgets. Design a useless gadget and persuade people to buy it!,https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
Write a story about what you think it’d be like to visit another planet for the first time.,https://www.nightzookeeper.com/blog/articles/25-creative-writing-prompts-for-kids-to-get-imaginations-flowing,creative writing journal prompts,"May 18, 2018","May 23, 2025",Sam Davidson
Which is better: pizza or hot dogs? Why?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What is your favourite season?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What job would you like to have when you grow up?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Do you know any good jokes?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What do your parents do while you are at school?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What is your favourite song? What do you like it?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Explain your favourite game to play.,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Which is better: popcorn or potato chips? Why?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
"If you fly anywhere on a plane, where would you go?",https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Which is better: waffles or pancakes? Why?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Describe your favourite fruit.,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What would be your best tips for growing a plant?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What kind of dress-up day is your favourite?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What sorts of things might you see in outer space?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Describe a day at the zoo.,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Are lions or bears scarier? Why?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
How does a bully behave?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What activities do you like to do in Summer?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Write a compliment to someone in the class.,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What makes a good artist?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What are some ways that you can be creative?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
Do you eat school lunch or bring lunch from home?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
What is your favourite type of birthday cake?,https://mrslearningbee.com/learn/blog/101-free-kindergarten-writing-prompts-for-journal-writing,creative writing journal prompts,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Tam Milledge
"Write the ad for an expensive new drug that improves bad posture. Now, list the possible side effects.",https://blog.ed.ted.com/2015/11/17/21-fun-things-to-write-about-in-10-minutes-or-less/,creative writing journal prompts,2015-11-17T00:00:00Z,null,Laura McClure
Write the passenger safety instructions card for a time-travel machine.,https://blog.ed.ted.com/2015/11/17/21-fun-things-to-write-about-in-10-minutes-or-less/,creative writing journal prompts,2015-11-17T00:00:00Z,null,Laura McClure
It’s 2018. Where did you last see your jetpack on Saturday?,https://blog.ed.ted.com/2015/11/17/21-fun-things-to-write-about-in-10-minutes-or-less/,creative writing journal prompts,2015-11-17T00:00:00Z,null,Laura McClure
Write a descriptive essay about a fun fact many people don't know about you.,https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
"Write a story titled, ""My Journey on a Pirate Ship."" You and your friends can star in the story.",https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
"Write a descriptive essay about what, in your opinion, is a big waste of money.",https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
"Write a story titled, ""The Bat Who Couldn't Fly.""",https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
"Write a story titled, ""The Baby Dragon.""",https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
Describe several ways a person your age can earn money.,https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
Nostalgic Items,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Sinister Selfie,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Mothering,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Make up a creative story about a girl or boy who goes fishing and catches something very unusual.,https://www.superteacherworksheets.com/writingideas.html,creative writing journal prompts,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Super Teacher Worksheets
The Remote Worker,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
The Craft,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
DoorDash Dumped,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Taking a Stand,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
The Ghost Confronted,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Teaching the Teacher,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
The Throwers Wheel,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Sensory Triggers,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Isolated,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
The Thank You Card,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Coldest Day of the Year,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Not My Fault!,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Plus One,https://www.writersdigest.com/prompts,creative writing journal prompts,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,Moriah Richard
Create the perfect alien.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Write a guidebook for the older generation to help them understand your generation.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 things I want to do before I die.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 of the best words in the English language.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 of the weirdest things in my room.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 songs on my playlist right now.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 reasons to wake up in the morning.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 things that are highly underrated / overrated.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 of the weirdest dreams I’ve ever had.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
10 things I want to give a “makeover” to.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
What is the meaning of life?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Which is better: truth or beauty?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Which is better: too much of something or too little of something?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Is social media a blessing or a curse?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Define intelligence.,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Is society today better off than it was 100 years ago?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
What does it mean to be human?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
Do you believe human nature is evil or good?,https://lindsayannlearning.com/journal-writing-prompts-high-school/,creative writing journal prompts,2020-08-01T00:00:00Z,2023-10-01T00:00:00Z,Lindsay Ann
My favorite season is.........,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
My favorite kind of weather is.........,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
What I know most about is..........,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
People think that I'm..........,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
My favorite out-of-school activity is.....,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
I'm best at.....,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
My favorite food/color/sport/sibling/teacher/subject/animal/season is.....,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
What if kids could drive?,https://study.com/academy/lesson/first-grade-journal-prompts.html,creative writing journal prompts,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Sharon Linde
candy apple red,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
suitably warm,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
I didn't go there,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
shreds of doubt,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
why didn't it happen to me?,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
essence of __________,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
three reasons,https://discover.hubpages.com/literature/writing-prompts-for-creative-writing-inspiration,creative writing journal prompts,n/a,n/a,n/a
